,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageCars,GarageQual,PavedDrive,WoodDeckSF,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalBath,TotalPorch
1109,1110,20,RL,107.0,11362,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,1Story,8,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,Stone,42.0,Gd,TA,PConc,Ex,TA,Mn,1836,GasA,Ex,Y,SBrkr,1836,3,1,Gd,7,Typ,1,Attchd,3,TA,Y,125,3,2009,WD,Normal,280000,3.0,185
1110,1111,60,RL,69.0,8000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,1Fam,2Story,6,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,773,GasA,Gd,Y,SBrkr,1658,3,1,TA,8,Typ,1,Attchd,2,TA,Y,224,6,2008,WD,Normal,188000,3.5,84
1111,1112,60,RL,80.0,10480,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,1Fam,2Story,7,6,1976,1976,Hip,CompShg,Plywood,Plywood,BrkFace,660.0,TA,TA,CBlock,TA,TA,No,803,GasA,TA,Y,SBrkr,1964,4,1,TA,8,Typ,1,Attchd,2,TA,Y,0,9,2008,WD,Normal,205000,2.5,69
1112,1113,20,RL,73.0,7100,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,1Fam,1Story,5,7,1957,1957,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,816,GasA,TA,Y,FuseA,816,2,1,TA,5,Typ,0,Detchd,1,TA,Y,0,7,2006,WD,Normal,129900,2.0,0
1113,1114,20,RL,66.0,8923,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,7,1953,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,1008,GasA,Gd,Y,SBrkr,1008,2,1,Gd,6,Typ,0,Attchd,1,TA,Y,0,5,2007,WD,Normal,134500,2.0,18
1114,1115,20,RL,90.0,5400,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,1Fam,1Story,5,7,1954,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,833,GasA,Ex,Y,SBrkr,833,2,1,Gd,4,Typ,0,Detchd,1,TA,Y,0,8,2006,WD,Normal,117000,1.0,0
1115,1116,20,RL,93.0,12085,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,1Story,8,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,328.0,Gd,TA,PConc,Ex,TA,No,1734,GasA,Ex,Y,SBrkr,1734,3,1,Ex,7,Typ,1,Attchd,3,TA,Y,0,11,2007,New,Partial,318000,3.0,0
1116,1117,80,RL,69.0,7750,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,1Fam,SLvl,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,408,GasA,Ex,Y,SBrkr,1419,3,1,Gd,7,Typ,1,BuiltIn,2,TA,Y,120,3,2009,WD,Normal,184100,3.5,0
1117,1118,20,RL,57.0,9764,Pave,IR1,Lvl,AllPub,FR2,Gtl,Sawyer,Feedr,1Fam,1Story,5,7,1967,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,894,GasA,Ex,Y,SBrkr,894,3,1,Gd,5,Typ,0,Attchd,2,TA,Y,0,5,2008,WD,Normal,130000,2.0,0
1118,1119,80,RL,85.0,13825,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,1Fam,SLvl,5,6,1958,1987,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,533,GasA,TA,Y,SBrkr,1601,3,1,TA,6,Min2,0,BuiltIn,1,TA,Y,280,12,2008,WD,Normal,140000,1.5,34
1119,1120,20,RL,70.0,7560,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,5,1959,1959,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,1040,GasA,TA,Y,FuseA,1040,3,1,TA,6,Typ,0,Attchd,1,TA,Y,140,7,2006,WD,Normal,133700,1.0,252
1120,1121,30,RM,59.0,8263,Pave,Reg,Bnk,AllPub,Inside,Mod,IDOTRR,Norm,1Fam,1Story,6,5,1920,1950,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,BrkTil,TA,TA,No,1012,GasA,TA,Y,FuseA,1012,2,1,TA,6,Typ,1,Detchd,1,TA,Y,0,5,2007,WD,Normal,118400,1.0,134
1121,1122,20,RL,84.0,10084,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,196.0,Gd,TA,PConc,Gd,TA,Av,1552,GasA,Ex,Y,SBrkr,1552,3,1,Gd,7,Typ,0,Attchd,3,TA,Y,144,7,2006,New,Partial,212900,2.0,20
1122,1123,20,RL,69.0,8926,Pave,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,1Fam,1Story,4,3,1956,1956,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,CBlock,TA,TA,No,672,GasA,Ex,Y,FuseA,960,3,1,TA,5,Typ,0,Basment,1,TA,Y,64,10,2009,COD,Abnorml,112000,1.0,160
1123,1124,20,RL,50.0,9405,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,1Fam,1Story,5,9,1947,2008,Hip,CompShg,VinylSd,VinylSd,None,0.0,TA,Ex,CBlock,TA,TA,No,698,GasA,Ex,Y,SBrkr,698,2,1,TA,4,Typ,0,NA,0,NA,Y,0,6,2009,WD,Normal,118000,1.5,200
1124,1125,80,RL,69.0,9125,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,1Fam,SLvl,7,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,BrkFace,170.0,TA,TA,PConc,Gd,TA,No,384,GasA,Gd,Y,SBrkr,1482,3,1,Gd,7,Typ,1,Attchd,2,TA,Y,100,7,2007,WD,Normal,163900,2.5,25
1125,1126,20,RL,60.0,10434,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,4,5,1955,1955,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,1005,GasA,TA,Y,SBrkr,1005,2,1,Fa,5,Typ,1,Detchd,2,Fa,Y,0,11,2009,WD,Normal,115000,1.0,0
1126,1127,120,RL,53.0,3684,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,TwnhsE,1Story,7,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,130.0,Gd,TA,PConc,Gd,TA,No,1373,GasA,Ex,Y,SBrkr,1555,2,1,Gd,7,Typ,1,Attchd,3,TA,Y,143,6,2009,WD,Normal,174000,2.0,20
1127,1128,20,RL,182.0,14572,Pave,IR3,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,1Fam,1Story,7,5,2004,2004,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,1530,GasA,Ex,Y,SBrkr,1530,3,1,Gd,7,Typ,1,Attchd,3,TA,Y,144,11,2007,WD,Family,259000,3.0,36
1128,1129,60,RL,59.0,11796,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,847,GasA,Ex,Y,SBrkr,1959,4,1,Gd,8,Typ,1,BuiltIn,2,TA,Y,100,7,2007,WD,Normal,215000,2.5,48
1129,1130,90,RM,60.0,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Duplex,SFoyer,5,5,1980,1980,Gable,CompShg,MetalSd,MetalSd,BrkFace,180.0,TA,TA,CBlock,Gd,TA,Gd,936,GasA,TA,Y,SBrkr,936,2,1,TA,4,Typ,0,Detchd,2,TA,Y,49,8,2007,WD,Normal,140000,2.0,0
1130,1131,50,RL,65.0,7804,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,1Fam,1.5Fin,4,3,1928,1950,Gable,CompShg,WdShing,Plywood,None,0.0,TA,TA,BrkTil,TA,TA,No,1122,GasA,TA,Y,SBrkr,1981,4,1,Gd,7,Min2,2,Detchd,2,TA,Y,431,12,2009,WD,Normal,135000,3.0,44
1131,1132,20,RL,63.0,10712,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,1Fam,1Story,5,5,1991,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,Mn,974,GasA,TA,Y,SBrkr,974,3,1,TA,5,Typ,0,NA,0,NA,Y,0,9,2007,Oth,Abnorml,93500,1.0,28
1132,1133,70,RM,90.0,9900,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,1Fam,2Story,6,4,1880,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,Mn,1008,GasW,TA,Y,SBrkr,2210,5,1,Fa,8,Typ,0,Detchd,1,Fa,N,0,5,2007,WD,Normal,117500,2.0,48
1133,1134,60,RL,80.0,9828,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,1Fam,2Story,8,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,1128,GasA,Ex,Y,SBrkr,2020,3,1,Gd,8,Typ,1,Attchd,2,TA,Y,0,6,2009,WD,Normal,239500,2.5,155
1134,1135,60,RL,57.0,8773,Pave,IR1,HLS,AllPub,Inside,Gtl,Gilbert,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Av,916,GasA,Gd,Y,SBrkr,1600,3,1,TA,7,Typ,1,Attchd,2,TA,Y,100,8,2007,WD,Normal,169000,2.5,38
1135,1136,30,RM,60.0,6180,Pave,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,1Fam,1Story,6,5,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,960,GasA,TA,N,SBrkr,986,2,1,TA,5,Typ,1,Detchd,1,TA,Y,0,5,2007,WD,Normal,102000,1.0,128
1136,1137,50,RL,80.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1.5Fin,6,5,1950,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,1032,GasA,TA,Y,FuseA,1252,3,1,TA,6,Typ,0,Attchd,1,TA,Y,0,4,2008,WD,Abnorml,119000,1.0,96
1137,1138,50,RL,54.0,6342,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,1Fam,1.5Fin,5,8,1875,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,780,GasA,Gd,N,SBrkr,1020,2,1,TA,6,Typ,0,NA,0,NA,N,0,5,2010,WD,Normal,94000,1.0,176
1138,1139,20,RL,69.0,9819,Pave,IR1,Lvl,AllPub,Inside,Mod,Mitchel,Norm,1Fam,1Story,6,5,1977,1977,Gable,CompShg,Plywood,ImStucc,None,0.0,TA,TA,PConc,TA,TA,Gd,1567,GasA,TA,Y,SBrkr,1567,2,1,Gd,5,Typ,2,Attchd,2,TA,Y,264,5,2009,WD,Normal,196000,3.0,32
1139,1140,30,RL,98.0,8731,Pave,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,1Fam,1Story,5,5,1920,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,Fa,BrkTil,TA,TA,No,915,GasA,TA,Y,SBrkr,1167,3,1,TA,6,Maj1,1,Detchd,2,TA,Y,0,5,2007,WD,Normal,144000,1.0,342
1140,1141,20,RL,60.0,7350,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,1Fam,1Story,5,7,1951,1951,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Mn,952,GasA,TA,Y,SBrkr,952,2,1,TA,4,Typ,0,Detchd,2,TA,Y,0,6,2008,COD,Abnorml,139000,2.0,0
1141,1142,60,RL,69.0,10304,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,PosN,1Fam,2Story,5,7,1976,1976,Gable,CompShg,Plywood,Plywood,BrkFace,44.0,TA,Gd,CBlock,TA,TA,No,780,GasA,Ex,Y,SBrkr,1868,4,1,Gd,9,Typ,1,Attchd,2,TA,Y,448,10,2009,WD,Normal,197500,3.5,96
1142,1143,60,RL,77.0,9965,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,2Story,8,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,Stone,340.0,Gd,TA,PConc,Ex,TA,Gd,1466,GasA,Ex,Y,SBrkr,2828,4,1,Gd,11,Typ,1,BuiltIn,3,TA,Y,125,4,2007,New,Partial,424870,4.0,144
1143,1144,20,RL,69.0,9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,1Fam,1Story,5,3,1959,1959,Gable,CompShg,Wd Sdng,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,1006,GasA,TA,Y,SBrkr,1006,3,1,TA,5,Typ,0,NA,0,NA,Y,0,7,2008,WD,Normal,80000,1.0,24
1144,1145,190,RL,60.0,12180,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,2fmCon,1.5Fin,4,4,1941,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Fa,BrkTil,Gd,TA,No,672,Grav,Fa,N,FuseA,924,2,1,Fa,5,Typ,0,Detchd,1,TA,Y,0,7,2010,WD,Normal,80000,2.0,0
1145,1146,50,RM,52.0,6240,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,5,6,1928,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,1042,GasA,Ex,Y,SBrkr,1576,3,1,TA,8,Typ,1,Detchd,1,TA,Y,0,8,2006,WD,Family,149000,1.0,0
1146,1147,20,RL,69.0,11200,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,1Fam,1Story,6,5,1985,1985,Gable,CompShg,Wd Sdng,Wd Shng,BrkFace,85.0,Gd,TA,CBlock,Gd,TA,No,1298,GasA,TA,Y,SBrkr,1298,3,1,Gd,5,Typ,1,Attchd,2,TA,Y,165,5,2006,WD,Normal,180000,3.0,26
1147,1148,70,RL,75.0,12000,Pave,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,1Fam,2Story,7,7,1941,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,704,GasA,Ex,Y,SBrkr,1564,3,1,Fa,7,Typ,1,Attchd,1,TA,Y,0,7,2009,WD,Normal,174500,1.5,0
1148,1149,50,RM,69.0,5700,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,1Fam,1.5Fin,7,7,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,572,GasA,TA,Y,SBrkr,1111,2,1,TA,5,Typ,1,Detchd,1,TA,Y,0,8,2008,WD,Normal,116900,1.0,176
1149,1150,70,RM,50.0,9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,1Fam,2Story,7,9,1920,1988,Hip,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,TA,TA,No,650,GasA,Ex,Y,SBrkr,1482,3,1,TA,7,Typ,0,Detchd,2,TA,Y,0,7,2009,WD,Normal,143000,1.5,0
1150,1151,20,RL,57.0,8280,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,5,1950,1950,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,932,GasA,Ex,Y,FuseA,932,2,1,Gd,4,Typ,1,Attchd,1,TA,Y,0,11,2007,WD,Normal,124000,1.0,214
1151,1152,20,RL,134.0,17755,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,1Fam,1Story,5,4,1959,1959,Gable,CompShg,HdBoard,Plywood,BrkFace,132.0,TA,TA,CBlock,TA,TA,No,1466,GasA,TA,Y,SBrkr,1466,3,1,Fa,6,Typ,2,Attchd,2,TA,Y,0,11,2006,WD,Normal,149900,1.5,240
1152,1153,20,RL,90.0,14115,Pave,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,1Fam,1Story,6,7,1956,2004,Gable,CompShg,Stone,Stone,None,0.0,TA,TA,PConc,TA,TA,No,1073,GasA,Ex,Y,SBrkr,1811,2,1,Ex,6,Typ,1,Attchd,2,TA,Y,0,7,2006,WD,Abnorml,230000,1.0,280
1153,1154,30,RM,69.0,5890,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,1Fam,1Story,6,8,1930,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,BrkTil,TA,TA,Av,816,GasA,Ex,Y,SBrkr,816,2,1,TA,5,Typ,0,Detchd,1,TA,Y,0,6,2008,WD,Normal,120500,1.0,96
1154,1155,60,RL,69.0,13700,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,2Story,7,6,1965,1988,Gable,CompShg,VinylSd,VinylSd,Stone,288.0,TA,TA,CBlock,TA,TA,Gd,864,GasA,TA,Y,SBrkr,1820,4,1,Gd,8,Typ,2,Attchd,2,TA,Y,60,5,2008,WD,Normal,201800,2.0,357
1155,1156,20,RL,90.0,10768,Pave,IR1,Lvl,AllPub,Corner,Gtl,Veenker,Norm,1Fam,1Story,5,8,1976,2004,Gable,CompShg,Plywood,Plywood,None,0.0,Gd,Gd,CBlock,Gd,TA,Gd,1437,GasA,TA,Y,SBrkr,1437,3,1,Gd,6,Typ,1,Attchd,2,TA,Y,0,7,2007,WD,Normal,218000,3.0,201
1156,1157,80,RL,85.0,9350,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,SLvl,5,8,1965,1999,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,Gd,PConc,TA,TA,Gd,1219,GasA,Gd,Y,SBrkr,1265,3,1,Gd,6,Typ,1,Attchd,2,TA,Y,0,10,2008,WD,Normal,179900,2.5,188
1157,1158,120,RL,34.0,5001,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Twnhs,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,166.0,Gd,TA,PConc,Gd,TA,No,1314,GasA,Ex,Y,SBrkr,1314,2,1,Gd,6,Typ,1,Attchd,2,TA,Y,172,7,2009,WD,Normal,230000,3.0,62
1158,1159,20,RL,92.0,11932,Pave,Reg,Lvl,AllPub,FR2,Gtl,Somerst,Feedr,1Fam,1Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,186.0,Gd,TA,PConc,Gd,TA,No,1580,GasA,Ex,Y,SBrkr,1580,3,1,Gd,7,Typ,0,Attchd,3,TA,Y,0,6,2008,ConLD,Partial,235128,2.0,24
1159,1160,60,RL,76.0,9120,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,1Fam,2Story,6,6,1974,1974,Hip,CompShg,HdBoard,HdBoard,BrkFace,270.0,Gd,TA,CBlock,TA,TA,No,901,GasA,TA,Y,SBrkr,1876,4,1,Gd,8,Typ,1,Attchd,2,Gd,Y,0,7,2008,WD,Normal,185000,2.5,69
1160,1161,160,RL,24.0,2280,Pave,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Twnhs,2Story,6,5,1978,1978,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,Gd,TA,No,855,GasA,Fa,Y,SBrkr,1456,3,1,TA,7,Typ,1,Attchd,2,TA,Y,26,7,2010,WD,Normal,146000,2.5,0
1161,1162,20,RL,69.0,14778,Pave,IR1,Low,AllPub,CulDSac,Gtl,Crawfor,PosN,1Fam,1Story,6,7,1954,2006,Hip,CompShg,HdBoard,HdBoard,BrkFace,72.0,Gd,TA,CBlock,TA,TA,No,1296,GasA,Ex,Y,SBrkr,1640,3,1,Gd,7,Typ,1,Detchd,2,TA,Y,108,11,2008,WD,Normal,224000,2.0,216
1162,1163,20,RL,109.0,8724,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,1Fam,1Story,5,5,1968,1968,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,No,894,GasA,Gd,Y,SBrkr,894,3,1,TA,5,Typ,1,Attchd,2,TA,Y,0,5,2007,WD,Normal,129000,1.0,0
1163,1164,90,RL,60.0,12900,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Duplex,SFoyer,4,4,1969,1969,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Av,1198,GasA,TA,Y,SBrkr,1258,0,2,TA,6,Typ,0,CarPort,2,Fa,Y,120,1,2008,WD,Alloca,108959,3.0,0
1164,1165,80,RL,69.0,16157,Pave,IR1,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,1Fam,SLvl,5,7,1978,1978,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,PConc,Gd,TA,Gd,1360,GasA,Ex,Y,SBrkr,1432,2,1,Gd,5,Typ,1,Attchd,2,TA,Y,168,6,2007,WD,Normal,194000,2.5,180
1165,1166,20,RL,79.0,9541,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,1Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,268.0,Gd,TA,PConc,Gd,TA,No,1502,GasA,Ex,Y,SBrkr,1502,3,1,Gd,7,Typ,0,Attchd,2,TA,Y,0,9,2009,New,Partial,233170,2.0,114
1166,1167,20,RL,64.0,10475,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,72.0,Gd,TA,PConc,Gd,TA,Av,1694,GasA,Ex,Y,SBrkr,1694,3,1,Gd,7,Typ,0,Attchd,3,TA,Y,160,2,2010,WD,Normal,245350,2.0,33
1167,1168,60,RL,58.0,10852,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,959,GasA,Ex,Y,SBrkr,1671,3,1,TA,7,Typ,1,Attchd,2,TA,Y,0,2,2006,WD,Normal,173000,3.5,38
1168,1169,70,RL,120.0,13728,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,1Fam,2Story,6,7,1935,1986,Hip,CompShg,Stucco,Stucco,None,0.0,TA,TA,CBlock,TA,TA,No,1127,GasA,Ex,Y,SBrkr,2108,4,1,Gd,7,Typ,2,Basment,2,TA,Y,0,7,2008,WD,Normal,235000,2.0,90
1169,1170,60,RL,118.0,35760,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,1Fam,2Story,10,5,1995,1996,Hip,CompShg,HdBoard,HdBoard,BrkFace,1378.0,Gd,Gd,PConc,Ex,TA,Gd,1930,GasA,Ex,Y,SBrkr,3627,4,1,Gd,10,Typ,1,Attchd,3,TA,Y,361,7,2006,WD,Normal,625000,4.5,76
1170,1171,80,RL,76.0,9880,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,1Fam,SLvl,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Av,1096,GasA,TA,Y,SBrkr,1118,3,1,TA,6,Typ,1,Attchd,1,TA,Y,203,7,2008,WD,Normal,171000,2.0,0
1171,1172,20,RL,76.0,9120,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,6,1958,1958,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,1261,GasA,Ex,Y,SBrkr,1261,3,1,TA,6,Typ,1,Attchd,2,TA,Y,0,11,2008,WD,Normal,163000,2.0,288
1172,1173,160,FV,35.0,4017,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,TwnhsE,2Story,7,5,2006,2007,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,625,GasA,Ex,Y,SBrkr,1250,2,1,Gd,5,Typ,0,Detchd,2,TA,Y,0,3,2008,WD,Normal,171900,2.5,54
1173,1174,50,RL,138.0,18030,Pave,IR1,Bnk,AllPub,Inside,Gtl,ClearCr,Norm,1Fam,1.5Fin,5,6,1946,1994,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,1598,GasA,TA,Y,SBrkr,3086,3,1,Ex,12,Maj1,1,NA,0,NA,Y,122,3,2007,WD,Normal,200500,3.0,0
1174,1175,70,RL,80.0,16560,Pave,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,1Fam,2Story,6,8,1932,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,No,952,GasA,TA,Y,SBrkr,2345,4,1,TA,9,Typ,1,Detchd,2,TA,Y,0,7,2006,WD,Normal,239000,2.5,0
1175,1176,50,RL,85.0,10678,Pave,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,1Fam,1.5Fin,8,5,1992,2000,Hip,CompShg,HdBoard,HdBoard,BrkFace,337.0,Gd,TA,PConc,Gd,TA,No,1683,GasA,Ex,Y,SBrkr,2872,4,1,Gd,9,Typ,1,Attchd,2,TA,Y,0,4,2007,WD,Normal,285000,2.5,33
1176,1177,20,RL,37.0,6951,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,1Fam,1Story,5,5,1984,1985,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,876,GasA,TA,Y,SBrkr,923,3,1,TA,5,Typ,0,Attchd,1,TA,Y,362,10,2008,WD,Normal,119500,2.0,0
1177,1178,50,RM,69.0,3950,Pave,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Artery,1Fam,1.5Fin,6,8,1926,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,818,GasA,TA,Y,SBrkr,1224,3,1,TA,5,Typ,0,Detchd,1,TA,N,0,12,2009,WD,Normal,115000,1.0,116
